Link|Title|File Size
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Dr.%20Eye%205%20in%201%20English-Chinese%20-%20Chinese-English%20Dictionary.7z|Dr. Eye 5 in 1 English-Chinese - Chinese-English Dictionary|12.2 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=English-Chinese%20-%20Chinese-English%20Accounting%20and%20Financial%20Dictionary%20(MDX).7z|English-Chinese - Chinese-English Accounting and Financial Dictionary (MDX)|741 KB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=English-Chinese%20-%20Chinese-English%20Glossary%20of%20Traditional%20Chinese%20Medicine%20(MDX).7z|English-Chinese - Chinese-English Glossary of Traditional Chinese Medicine (MDX)|357 KB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=English-Chinese%20-%20Chinese-English%20Medical%20Dictionary%20(MDX).zip|English-Chinese - Chinese-English Medical Dictionary (MDX)|73.9 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=English-Chinese%20-%20Chinese-English%20Professional%20Dictionary.7z|English-Chinese - Chinese-English Professional Dictionary|7.2 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=English-Chinese%20and%20Chinese-English%20Dictionary%20of%20Chemistry%20(MDX).7z|English-Chinese and Chinese-English Dictionary of Chemistry (MDX)|6.7 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=English-Chinese%20Chinese-English%20Correlative%20Dictionary%20of%20Drug%20Names%20(MDX).7z|English-Chinese Chinese-English Correlative Dictionary of Drug Names (MDX)|3.5 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=English-Chinese%20Chinese-English%20Dictionary%20of%20Physics%20(MDX).7z|English-Chinese Chinese-English Dictionary of Physics (MDX)|614 KB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=English-Chinese%20Chinese-English%20Medical%20Dictionary%20(MDX).7z|English-Chinese Chinese-English Medical Dictionary (MDX)|66.9 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=English-Chinese%20Chinese-English%20Medical%20Glossary%20Handbook%20(MDX).7z|English-Chinese Chinese-English Medical Glossary Handbook (MDX)|401 KB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=English-Chinese%20Chinese-English%20Pharmacy%20Glossary%20Handbook%20(MDX).7z|English-Chinese Chinese-English Pharmacy Glossary Handbook (MDX)|330 KB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=English-Chinese%20Chinese-English%20Water%20Conservancy%20Dictionary%20(MDX).7z|English-Chinese Chinese-English Water Conservancy Dictionary (MDX)|5 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=English-Chinese%20Dual-Interpretation%20Computer%20Dictionary%20(En-Zh-En).7z|English-Chinese Dual-Interpretation Computer Dictionary (En-Zh-En)|3.5 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Etymological%20Dictionary%20of%20Han%20-%20Chinese%20Characters%20(Zh-En)%201.0.7z|Etymological Dictionary of Han - Chinese Characters (Zh-En) 1.0|915 KB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Etymological%20Dictionary%20of%20Han%20Chinese%20Characters%20%5BZH(T)-EN%20%26%20JA-EN%5D%20(MDX).zip|Etymological Dictionary of Han Chinese Characters [ZH(T)-EN & JA-EN] (MDX)|554 KB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Free%20Chinese-English%20Dictionaries%20(MDX).7z|Free Chinese-English Dictionaries (MDX)|4 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Freelang%20Chinese-English%20Dictionary%20(DCT).7z|Freelang Chinese-English Dictionary (DCT)|1 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Gillis%20Chinese-English%20Dictionary%20(1912)%20%5BZH(T)-EN%5D%20(MDX).zip|Gillis Chinese-English Dictionary (1912) [ZH(T)-EN] (MDX)|965.5 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Glossary%20of%20English-Chinese%20Two-way%20Securities%20Financial%20Terms%20(En-Ch%20-%20Ch-En)%20(MDX).7z|Glossary of English-Chinese Two-way Securities Financial Terms (En-Ch - Ch-En) (MDX)|191 KB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Glossary%20of%20Kumarajiva%20Translation%20of%20the%20Lotus%20Sutra%20(Ch-En).7z|Glossary of Kumarajiva Translation of the Lotus Sutra (Ch-En)|677 KB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=HanYing%20Da%20Cidian%20(Ch-En).7z|HanYing Da Cidian (Ch-En)|19.1 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Hanzi%20Master%201.3.7z|Hanzi Master 1.3|332 KB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=KD%20Basic%20Chinese(Traditional)-English%20Dictionary.7z|KD Basic Chinese(Traditional)-English Dictionary|912 KB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Kingsoft%20Bidirectional%20Dictionary%20(En-Ch-En).7z|Kingsoft Bidirectional Dictionary (En-Ch-En)|13.4 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Kingsoft%20English-Chinese%20-%20Chinese-English%20Chemistry%20Dictionary%20(MDX).7z|Kingsoft English-Chinese - Chinese-English Chemistry Dictionary (MDX)|11.9 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Kingsoft%20English-Chinese%20-%20Chinese-English%20Textile%20Dictionary%20(MDX).7z|Kingsoft English-Chinese - Chinese-English Textile Dictionary (MDX)|1.7 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Langdao%20Chinese-English%20Big%20Dictionary.7z|Langdao Chinese-English Big Dictionary|6.1 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Langdao%20Chinese-English%20Dictionary%205.0%20(%D0%9A%D0%9D%D0%A0).7z|Langdao Chinese-English Dictionary 5.0 (КНР)|12.3 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Lazy%20Worm%20Chinese-English%20Dictionary.7z|Lazy Worm Chinese-English Dictionary|2.9 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=LDC%20Chinese-English%20Translation%20Lexicon.7z|LDC Chinese-English Translation Lexicon|920 KB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=LDC%20Chinese-English%20Translation%20Lexicon%20(MDX).7z|LDC Chinese-English Translation Lexicon (MDX)|1.1 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Legal%20Dictionary%20Collection%20(En-Ch%20-%20Ch-En)%20(MDX).7z|Legal Dictionary Collection (En-Ch - Ch-En) (MDX)|5.6 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Lin%20Yutang%20Contemporary%20Chinese-English%20Dictionary%20(Traditional%20and%20Simplified%20Index)%20%5BZH(T)-EN%5D%20(MDX).zip|Lin Yutang Contemporary Chinese-English Dictionary (Traditional and Simplified Index) [ZH(T)-EN] (MDX)|30 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Make%20Me%20a%20Hanzi%20%5BZH-EN%5D%20(MDX).zip|Make Me a Hanzi [ZH-EN] (MDX)|16.6 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Matthews%20Chinese-English%20Dictionary%20(MDX).zip|Matthews Chinese-English Dictionary (MDX)|486.1 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=MDBG%20Chinese-English%20Dictionary.7z|MDBG Chinese-English Dictionary|2.9 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Medical%20Explanatory%20Dictionary%20(Ch-En-Ch)%20(MDX).7z|Medical Explanatory Dictionary (Ch-En-Ch) (MDX)|5 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Medical%20Subject%20Headings%20(MeSH)%20(Ch-En)%20(MDX).7z|Medical Subject Headings (MeSH) (Ch-En) (MDX)|13.2 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Modern%20Chinese%20Dictionary%20(Chinese-English%20Bilingual%20Version)%20(MDX).zip|Modern Chinese Dictionary (Chinese-English Bilingual Version) (MDX)|9 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Modern%20English-Chinese%20-%20Chinese-English%20Comprehensive%20Dictionary%20(MDX).zip|Modern English-Chinese - Chinese-English Comprehensive Dictionary (MDX)|49.2 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Morgan%20Stanley%20Financial%20English-Chinese-Chinese-English%20Bidirectional%20Glossary%20(MDX).7z|Morgan Stanley Financial English-Chinese-Chinese-English Bidirectional Glossary (MDX)|104 KB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=NCCE%20Chinese-English%20Technology%20Dictionary.7z|NCCE Chinese-English Technology Dictionary|11.5 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=nciku%20Chinese-English%20Dictionary.7z|nciku Chinese-English Dictionary|5.1 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=New%20Age%20Chinese-English%20Dictionary%202nd.%20ed.%20(MDX).7z|New Age Chinese-English Dictionary 2nd. ed. (MDX)|28.9 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=New%20English-Chinese-Chinese-English%20Dictionary%20(MDX).7z|New English-Chinese-Chinese-English Dictionary (MDX)|19.8 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Niu%20Lang%20Wei%20Ke's%20Anti-Investigation%20(Zh-En)%20-%20Stardict.7z|Niu Lang Wei Ke's Anti-Investigation (Zh-En) - Stardict|75.8 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Revised%20Chinese-English%20Dictionary%20(Zhang%20Zaixin)%20%5BZH(T)-EN%5D%20(MDX).zip|Revised Chinese-English Dictionary (Zhang Zaixin) [ZH(T)-EN] (MDX)|70.4 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Shi's%20Chinese-English%20Translation%20Dictionary%20(MDX).rar|Shi's Chinese-English Translation Dictionary (MDX)|381.8 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Simplified%20Chinese-English%20Dictionary.7z|Simplified Chinese-English Dictionary|6.7 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Soothill-Hodous%20Dictionary%20of%20Chinese%20Buddhist%20Terms%20(Chi-Eng).7z|Soothill-Hodous Dictionary of Chinese Buddhist Terms (Chi-Eng)|1 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Stardict%20Chinese-English%20Dictionary.7z|Stardict Chinese-English Dictionary|753 KB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Student%E2%80%99s%20Dictionary%20of%20Classical%20and%20Medieval%20Chinese%20Revised%20Edition%20(MDX).7z|Student’s Dictionary of Classical and Medieval Chinese Revised Edition (MDX)|390.8 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Subject%20Glossary%20Handbook%20(Ch-En-Ch).7z|Subject Glossary Handbook (Ch-En-Ch)|30 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Tatoeba%20Chinese-English%20Vocabulary.7z|Tatoeba Chinese-English Vocabulary|2.5 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Tatoeba%20Chinese-English%20Vocabulary%20(MDX).7z|Tatoeba Chinese-English Vocabulary (MDX)|10.7 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Tatoeba%20Sentence%20Bank%20(ZH-EN)%20(MDX).7z|Tatoeba Sentence Bank (ZH-EN) (MDX)|10.6 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Traditional%20Chinese%20-%20English%20Dictionary.7z|Traditional Chinese - English Dictionary|5.3 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Translate-English-Chinese%20Bidirectional%20Dictionary%20%5BZH-EN-ZH%5D%20(MDX).zip|Translate-English-Chinese Bidirectional Dictionary [ZH-EN-ZH] (MDX)|30 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Unicode%20Han%20Database%20(Zho-Eng).7z|Unicode Han Database (Zho-Eng)|8.5 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Unihan%20(Zh-En).7z|Unihan (Zh-En)|4.1 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=URX%20ZHEN%20Chinese-English%20Dictionary.7z|URX ZHEN Chinese-English Dictionary|5.8 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Wenxin%20English%20Dictionary%20%5BEN-ZH(T)-EN%5D%20(MDX).zip|Wenxin English Dictionary [EN-ZH(T)-EN] (MDX)|17.6 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=wikdict-zh-en.7z|wikdict-zh-en|268 KB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Wikimedia%20Commons%20Image%20Database%20of%20Ancient%20Chinese%20Characters%20%5BZH-EN%5D%20(MDX).zip|Wikimedia Commons Image Database of Ancient Chinese Characters [ZH-EN] (MDX)|49.1 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Wiktionary%20Chinese-English%20Pocket%20Edition%200.2f%20(MDX).7z|Wiktionary Chinese-English Pocket Edition 0.2f (MDX)|47.1 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Word%20by%20Word%20Picture%20Dictionary%20(Ch-En)%20(MDX).7z|Word by Word Picture Dictionary (Ch-En) (MDX)|446.8 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=XDict%20Chinese-English%20Big%20Dictionary%20Fixed.7z|XDict Chinese-English Big Dictionary Fixed|1.9 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=XDict%20Chinese-English%20Dictionary.7z|XDict Chinese-English Dictionary|2 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=XiangYa%20Chinese-English%20Medical%20Dictionary.7z|XiangYa Chinese-English Medical Dictionary|22.2 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Xinhua%20Dictionary%20(Chinese-English%20Bilingual%20Edition)%20(MDX).7z|Xinhua Dictionary (Chinese-English Bilingual Edition) (MDX)|1.6 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Yan's%20American%20English%20Dictionary%20for%20the%20New%20Era%20(En-Ch%20-%20Ch-En)%20(MDX).zip|Yan's American English Dictionary for the New Era (En-Ch - Ch-En) (MDX)|10.7 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Yinghua%20Dictionary%20(Chinese-English%20%2B%20Synonym%20Search)%20(MDX).zip|Yinghua Dictionary (Chinese-English + Synonym Search) (MDX)|23.5 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Yinghua%20Dictionary%20Database%20(Chinese-English%20%2B%20synonym%20search)%20(MDX).zip|Yinghua Dictionary Database (Chinese-English + synonym search) (MDX)|114.6 MB
https://cloud.freemdict.com/index.php/s/pgKcDcbSDTCzXCs/download?path=%2FCHINESE%2FChi-Eng&files=Yinghua%20Dictionary%20Database%20(Phrase%20Extraction)%20%5BZH(T)-EN%5D%20(MDX).zip|Yinghua Dictionary Database (Phrase Extraction) [ZH(T)-EN] (MDX)|10 MB
